resp_id,a_hhid,plot,plot_id,crop_burned_plotlevel,land_plot_burn_perc,crop_burning,land_plot_name,land_plot_area,land_plot_unit,land_plot_unit_other,land_plot_tenure,land_plot_dist,land_plot_dist_unit,land_plot_soil,land_plot_irri,land_plot_seccrop,land_plot_paddy,land_plot_cult18,land_plot_paddy18,land_plot_paddy18_area,land_plot_burn,land_plot_crm,land_crm_labor,land_crm_equip,land_crm_oth,field_points,field_name
102600051,10260005,1,p1,1,,2,Dhani wala plot,2,1,,1,2,2,6,2,1,2,1,1,2,1,0,4000,1000,2500,30.130987921837 74.72705259919167;30.13127383542755 74.7266449034214;30.131372136156326 74.72675051540136;30.13198861578102 74.72737714648247;30.131705314004492 74.727743268013;30.130987921837 74.72705259919167,Dhani wala plot
102600121,10260012,1,p1,1,,0,Niyai ala vahan,2,1,,1,0,1,4,2,1,2,1,1,2,1,0,-97,-97,5000,30.135333661050964 74.71442241221666;30.135751783739032 74.71390005201101;30.136581934700136 74.71465677022934;30.136125251050117 74.71521466970444;30.135333661050964 74.71442241221666,Niyai ala vahan
102600121,10260012,2,p2,1,,0,Jiyoi wala vahan,5,1,,1,4,1,1,5,1,5,1,1,5,1,0,-97,-97,2500,30.116196708720107 74.73876010626554;30.1155084958066 74.737897105515;30.116011097618514 74.73717525601387;30.11656154952509 74.73793834447861;30.116655804680935 74.7382290288806;30.116196708720107 74.73876010626554,Jiyoi wala vahan
102600181,10260018,1,p1,2,,0,daid ala vahan,3.5,1,,1,3,1,6,3.5,1,3.5,1,1,3.5,0,1,20000,-97,8900,30.106458325457076 74.71639048308134;30.105478256303286 74.71550300717354;30.10518559689386 74.71608705818653;30.105666207577954 74.71636366099118;30.105866340486674 74.71654940396547;30.10611810130927 74.71681628376245;30.106458325457076 74.71639048308134,daid ala vahan
102600701,10260070,1,p1,2,,0,Bor wala plot,2,1,,1,1,1,1,2,8,2,1,1,2,0,1,1500,1000,1800,30.117397082094463 74.69884816557169;30.116935379444936 74.69939701259136;30.11692348883312 74.69939533621074;30.11656038946108 74.6990516781807;30.11618365795092 74.69868320971727;30.11617640752287 74.69867013394833;30.116194098566407 74.69866074621677;30.116620422756046 74.69808239489794;30.11665638471238 74.69813335686922;30.11684257463177 74.69833754003048;30.116953070352544 74.69845186918974;30.116975401493715 74.69846930354834;30.117000342762278 74.69846930354834;30.11706936624013 74.69850249588491;30.117240474653705 74.6986610814929;30.117328058845608 74.69876032322645;30.117397082094463 74.69884816557169,Bor wala plot
102600731,10260073,1,p1,2,,0,Neai wala plot,2,1,,1,5,2,6,2,1,2,1,1,2,0,1,2000,4500,2500,30.13249461334867 74.70567841082811;30.132466486331328 74.70568981021643;30.1322223318853 74.70605056732893;30.132319181820954 74.7061474621296;30.1319213425566 74.70672748982906;30.132258868099736 74.7070325911045;30.132989879516213 74.70613572746515;30.13249461334867 74.70567841082811,Neai wala plot
102600731,10260073,2,p2,2,,0,Jigian wala plot,1,1,,1,3,1,2,1,1,1,1,1,1,0,1,1500,2300,1700,30.121944969863012 74.72967647016048;30.12204849987828 74.72999833524227;30.122100119845353 74.7302420809865;30.1219078498311 74.73039966076611;30.121738779509286 74.73053745925426;30.12167584931557 74.73059814423323;30.121595519010018 74.73052069544794;30.12146501837437 74.73035842180252;30.12156622888235 74.7301609441638;30.121662799270382 74.7299638018012;30.121799099657313 74.72978040575981;30.121856519764002 74.72971502691507;30.121944969863012 74.72967647016048,Jigian wala plot
102600841,10260084,1,p1,1,,1,Raike wala rah,2,1,,1,1,1,1,2,-98,2,1,1,2,1,0,3000,1500,-97,30.13118771346968 74.69663668423891;30.13201384322833 74.69748057425022;30.131931491537358 74.6983764320612;30.131900174679103 74.69837844371796;30.131694295085794 74.69826310873032;30.131493634561963 74.69805993139744;30.13156293788148 74.69815246760845;30.13117553460089 74.69780545681715;30.13118771346968 74.69663668423891,Raike wala rah
102600841,10260084,2,p2,1,,1,Raike wala rah,2,1,,1,1,1,1,2,-98,2,1,1,2,1,0,4000,2500,6000,30.131013439513644 74.69951067119835;30.13034504819385 74.69915997236966;30.131070564288535 74.6982141584158;30.131076653729597 74.69885688275099;30.131013439513644 74.69951067119835,Raike wala rah
102600851,10260085,1,p1,2,,0,Niyai wala vahan,3,1,,1,0,1,4,3,1,3,1,1,3,0,1,6000,5000,5000,30.12897200454012 74.71258711069822;30.128649836726748 74.712998829782;30.129848318871794 74.71409350633621;30.130199770349513 74.71359260380268;30.12897200454012 74.71258711069822,Niyai wala vahan
102601011,10260101,1,p1,1,,1,Raike wala rqh,3,1,,1,1,1,1,3,-98,3,1,1,3,1,0,3000,1500,4500,30.131736050981697 74.7004511207342;30.131127689030368 74.69987075775863;30.132013263287085 74.69875428825617;30.132026891905447 74.69873316586018;30.13207009751296 74.6987348422408;30.132096484820984 74.69873148947954;30.132134180963078 74.69871204346418;30.132124901914047 74.69875529408456;30.132166077687437 74.69868924468756;30.1327489160179 74.69918545335531;30.131736050981697 74.7004511207342,Raike wala rqh
102601011,10260101,2,p2,1,,1,Raike wala rah2,5,4,,1,1,1,1,5,-98,5,1,1,5,1,0,3500,1700,5000,30.131640070389093 74.69917237758636;30.131129138896497 74.69879116863012;30.131081003330124 74.69985131174326;30.131640070389093 74.69917237758636,Raike wala rah2
102700031,10270003,1,p1,2,,0,Ruhi wala,4,1,,1,3,1,5,4,-98,4,1,1,4,0,1,3000,1800,3000,30.037722048736644 74.7458716481924;30.03908097686321 74.74603895097971;30.03896226731059 74.74730528891087;30.03757489329106 74.7472120821476;30.037722048736644 74.7458716481924,Ruhi wala
102700031,10270003,2,p2,2,,0,Bwol wala,4,1,,1,3,1,5,4,-98,4,1,1,4,0,1,3000,1800,2500,30.03233839721583 74.75920926779509;30.0321984903607 74.7607009112835;30.033731649726928 74.76088397204875;30.03389970948726 74.7594054043293;30.03233839721583 74.75920926779509,Bwol wala
102700031,10270003,3,p3,2,,0,Nahi wala,4,1,,1,1,1,5,4,-98,4,1,1,4,0,1,3000,1700,2500,30.050205085095623 74.75742761045694;30.04962582296451 74.7581434249878;30.048251077582172 74.7569065913558;30.048429270270265 74.75513733923435;30.050205085095623 74.75742761045694,Nahi wala
102700041,10270004,1,p1,2,,0,Pathrala road,6,1,,1,3,1,5,6,-98,6,1,1,3,0,1,15000,3000,5000,30.03237874376185 74.75902017205954;30.032923275394865 74.75905101746321;30.032927629313747 74.75890953093767;30.033690723213635 74.75900575518608;30.034160651451923 74.7543615102768;30.03281007343604 74.75418884307146;30.03237874376185 74.75902017205954,Pathrala road
102700181,10270018,1,p1,1,,1,Do bighe wala,1,1,,1,2,1,1,1,1,1,1,1,1,1,0,2000,2000,3000,30.062903888397155 74.75560203194618;30.06219528236508 74.75549507886171;30.062352267185524 74.75391056388617;30.06305971140199 74.75401651114225;30.062903888397155 74.75560203194618,Do bighe wala
102700231,10270023,1,p1,1,,2,Tahli wala,5,1,,1,3,1,5,5,-98,5,1,1,5,1,0,20000,0,16000,30.042021967874177 74.74493186920881;30.04315184478991 74.74646039307117;30.043262132624637 74.7444735467434;30.04198772018359 74.74427942186594;30.042021967874177 74.74493186920881,Tahli wala
102700311,10270031,1,p1,1,,1,Pathrala wala khet,2.5,1,,1,4,1,1,2.5,1,2.5,1,1,2.5,1,0,21000,12000,5000,30.026456333658476 74.76354137063026;30.027718173679936 74.76380489766596;30.027794806649045 74.76323995739222;30.02649929511956 74.76299017667769;30.026456333658476 74.76354137063026,Pathrala wala khet
102700391,10270039,1,p1,1,,1,Mohala wala khet,1.5,1,,1,2,2,1,1.5,1,1.5,1,1,1.5,1,0,15000,15000,5000,30.063241069338943 74.77005142718554;30.063078862815807 74.77139186114073;30.063588695303633 74.771437458694;30.06372681680045 74.77046549320221;30.063241069338943 74.77005142718554,Mohala wala khet
102700391,10270039,2,p2,1,,1,Mohala wala 2 khet,2.5,1,,1,2,2,1,2.5,1,2.5,1,1,2.5,1,0,10000,10000,3000,30.063745097572358 74.77047823369503;30.064528556052384 74.77115180343388;30.06445137115898 74.77204129099846;30.063564030730348 74.77181162685156;30.063745097572358 74.77047823369503,Mohala wala 2 khet
102700391,10270039,3,p3,1,,1,Dhunika wala khet,3,1,,1,6,1,1,3,1,3,1,1,3,1,0,15000,10000,5000,30.066145652779394 74.7522023320198;30.066050188804205 74.7532782331109;30.066981611497802 74.75340463221073;30.067082587637017 74.75231666117907;30.066145652779394 74.7522023320198,Dhunika wala khet
102700391,10270039,4,p4,1,,1,Mohala wala khet 3,3,1,,1,1,1,1,3,1,3,1,1,3,1,0,15000,10000,5000,30.062184545871037 74.76637814193964;30.062168005864418 74.7666262462735;30.062056868555338 74.76765889674424;30.06140339026117 74.7675335034728;30.061406292039344 74.76740878075361;30.0613537698415 74.76739335805178;30.061408903639613 74.7667794674635;30.06153542108132 74.76674225181341;30.06156124686949 74.76659405976534;30.061452140122977 74.76656422019005;30.06148144806404 74.76629566401243;30.062184545871037 74.76637814193964,Mohala wala khet 3
102700421,10270042,1,p1,1,,1,Bwol wala khet,6,1,,1,1.5,1,1,6,-98,6,1,1,3,1,0,5000,9000,4500,30.028307723519283 74.74593970924616;30.029490876477546 74.74607851356268;30.029600889246485 74.74486347287893;30.02965720180391 74.7440692037344;30.029764021412586 74.74295038729906;30.028571292672698 74.74279548972845;30.028307723519283 74.74593970924616,Bwol wala khet
102700651,10270065,1,p1,1,,1,Tali wala,1,1,,1,3,1,1,1,1,1,1,1,1,1,0,3600,500,1000,30.042012970600666 74.74495802074671;30.041988590887737 74.7442864626646;30.04258328003074 74.74437698721886;30.04243351970438 74.74567350000143;30.042012970600666 74.74495802074671,Tali wala
102700681,10270068,1,p1,1,,1,Pathrala  wala khet,7,1,,1,2,1,1,7,1,7,1,1,7,1,0,21000,15000,5000,30.037097434768476 74.76205173879862;30.03636716548973 74.76196724921465;30.03659210989913 74.7598560154438;30.03710527149227 74.75994016975164;30.0371308134026 74.75982382893562;30.03730844559681 74.75984998047352;30.037097434768476 74.76205173879862,Pathrala  wala khet
102700701,10270070,1,p1,1,,2,Dunike road,4,1,,1,1,1,5,4,-98,4,1,1,4,1,0,0,6000,3000,30.059547685708512 74.76082798093557;30.059370963945685 74.76263880729675;30.0584612336233 74.76257041096687;30.058623157526654 74.76069018244743;30.059547685708512 74.76082798093557,Dunike road
102700701,10270070,2,p2,1,,2,Dunike road,4,1,,1,2,1,5,4,-98,4,1,1,4,1,0,0,4000,4000,30.062290750058185 74.76112604141235;30.06150263102594 74.76102512329817;30.06139816706028 74.76205743849277;30.062200215348447 74.76214963942766;30.062290750058185 74.76112604141235,Dunike road
102700701,10270070,3,p3,1,,2,Neai wala,2,1,,1,2,1,1,2,-98,2,1,1,2,1,0,2000,0,2000,30.06139613581542 74.76207185536623;30.06074497459763 74.7619779780507;30.060829416868923 74.76100467145443;30.061481738241614 74.761061668396;30.06139613581542 74.76207185536623,Neai wala
102700841,10270084,1,p1,1,,1,Ball wala,1,1,,1,1,1,4,1,1,1,1,1,1,1,0,3000,3000,3000,30.042721140596175 74.74811732769012;30.04302965733491 74.7481806948781;30.04292836643256 74.7492254152894;30.0426125935565 74.74920261651278;30.042721140596175 74.74811732769012,Ball wala
102701011,10270101,1,p1,1,,1,Baba Naga wala rah,4,1,,1,2,1,5,4,-98,4,1,1,4,1,0,-97,5000,32000,30.067651592058684 74.74807474762201;30.067604876367625 74.74853575229645;30.06628115923652 74.74840197712183;30.066333098493146 74.74792957305908;30.067651592058684 74.74807474762201,Baba Naga wala rah
102800011,10280001,1,p1,1,,1,Agla khet,4,1,,1,2,1,2,4,1,4,1,1,4,1,0,0,0,0,30.058712824950604 75.08659165352583;30.057614175769658 75.085162371397;30.058237789809244 75.0845417752862;30.059311476253423 75.08594155311584;30.058712824950604 75.08659165352583,Agla khet
102800061,10280006,1,p1,1,,1,Badda khet,6,1,,1,12,1,2,6,1,6,1,1,6,1,0,0,1000,500,30.053331765171592 75.0863566249609;30.055189037209335 75.08195545524359;30.056244474561375 75.08342798799276;30.05701986706402 75.08244127035141;30.058271161320018 75.08451160043478;30.055325429251553 75.08734904229641;30.05511677837042 75.08696179836988;30.054494015267778 75.0877346098423;30.053331765171592 75.0863566249609,Badda khet
102800061,10280006,2,p2,1,,1,Shikhan wala khet,4,1,,1,6,1,2,4,1,4,1,1,4,1,0,0,1000,500,30.05093322091432 75.09164962917566;30.051912379573647 75.08962120860815;30.053861671651436 75.09175557643175;30.052202874990076 75.09340580552816;30.05093322091432 75.09164962917566,Shikhan wala khet
102800151,10280015,1,p1,1,,1,Riding vala 1,20,4,,1,4,1,5,20,1,20,1,1,20,1,0,0,0,0,30.06035874459676 75.08745666593313;30.059937691241213 75.08788347244264;30.05905553367699 75.08676767349243;30.05947775151826 75.08631940931082;30.06035874459676 75.08745666593313,Riding vala 1
102800151,10280015,2,p2,1,,1,Rodi vala 2,12,4,,1,4,1,1,12,1,12,1,1,12,1,0,0,0,0,30.060603076598117 75.08590802550316;30.060273721561753 75.08547317236663;30.05948268463702 75.08632846176624;30.05981059139262 75.08670832961798;30.060603076598117 75.08590802550316,Rodi vala 2
102800401,10280040,1,p1,1,,1,Ghar wala,2.5,1,,1,2,2,4,2.5,-98,2.5,1,1,2.5,1,0,0,500,0,30.05007245874442 75.09969223290682;30.049689379445955 75.09914439171553;30.04988672351204 75.0987246260047;30.050484557547463 75.09907230734825;30.050521704397585 75.09901028126478;30.050582067999294 75.0989767536521;30.050604414130976 75.09894289076328;30.05069118672441 75.09896636009216;30.05072194889647 75.09896133095026;30.05080698013367 75.09905554354191;30.050418679896218 75.0994960963726;30.05078492425663 75.10003387928009;30.050469756845487 75.10023437440395;30.05007245874442 75.09969223290682,Ghar wala
102800401,10280040,2,p2,1,,1,Shark to par,3.5,1,,1,5,2,4,3.5,-98,3.5,1,1,3.5,1,0,0,1000,0,30.05155252393012 75.09828977286817;30.051170030772234 75.09866025298834;30.05113375478905 75.09867165237665;30.050994745098492 75.09862337261438;30.050848770203 75.09857241064309;30.050795661986836 75.09856972843407;30.050896364427164 75.09840477257967;30.050985168223292 75.09826797991991;30.050934091539816 75.0981791317463;30.050643882610984 75.09776707738638;30.050797113031376 75.09728863835335;30.05155252393012 75.09828977286817,Shark to par
102800461,10280046,1,p1,1,,2,Khate wala,4,1,,1,2,1,3,4,-98,4,1,1,4,1,0,500,500,0,30.055160888190006 75.09061194956303;30.056949640897322 75.09295385330915;30.05608689966896 75.09377963840961;30.054339049376452 75.09149339050055;30.055160888190006 75.09061194956303,Khate wala
102800661,10280066,1,p1,1,,1,Ghar wala khet,3,1,,1,2,2,3,3,-98,3,1,1,3,1,0,0,1200,0,30.05078579488345 75.09728394448757;30.050645914076448 75.0977536663413;30.05096137113541 75.09823344647884;30.050912325899667 75.09839136153458;30.050794501151195 75.09855028241873;30.05116567765495 75.09866628795862;30.051550492483255 75.09829748421907;30.05078579488345 75.09728394448757,Ghar wala khet
102800681,10280068,1,p1,1,,1,Kande wala khet,1.5,1,,3,2,1,3,1.5,-98,1.5,1,1,1.5,1,0,0,2100,0,30.050800595538174 75.09855296462774;30.051163646200145 75.09867332875729;30.05155455537696 75.09828507900238;30.05079217947989 75.09729534387589;30.050657522449683 75.09775668382645;30.050998517806686 75.09822774678469;30.050800595538174 75.09855296462774,Kande wala khet
102800681,10280068,2,p2,1,,1,Kande wala 2,2,1,,3,2,1,3,2,-98,2,1,1,2,1,0,0,3000,0,30.049684736051432 75.09913835674524;30.049873954201995 75.09874105453493;30.049889045204594 75.09871155023575;30.050474109993356 75.09907465428114;30.050607026016174 75.09893015027046;30.050690606305977 75.0989680364728;30.050782892794015 75.09909510612488;30.050407071494973 75.0994810089469;30.050760836911607 75.10001711547373;30.050477012091847 75.10022465139629;30.05007855317583 75.09968888014554;30.04997523800217 75.09956248104572;30.04993547904424 75.09951185435057;30.049896300493472 75.09945452213287;30.049804593602904 75.09931035339832;30.049684736051432 75.09913835674524,Kande wala 2
102800801,10280080,1,p1,1,,1,Bhada khet,6,1,,1,3,1,3,6,13,6,1,1,6,1,0,2000,20000,0,30.04693029409687 75.09897977113724;30.04796927709043 75.10033629834652;30.04752959706997 75.10077584534883;30.046517600062387 75.09949911385773;30.04693029409687 75.09897977113724,Bhada khet
102800841,10280084,1,p1,2,,0,Agla khet,2.5,1,,1,8,1,4,2.5,1,2.5,1,1,2.5,0,1,1000,1500,1000,30.066081526532674 75.08777115494013;30.066548979804118 75.08835352957249;30.067507672840392 75.08743956685068;30.0670320995803 75.08681327104568;30.066081526532674 75.08777115494013,Agla khet
102800921,10280092,1,p1,1,,1,Moghe wala khet,4,1,,1,0,1,2,4,1,4,1,1,4,1,0,12000,2500,8000,30.04895455955374 75.09382624179125;30.049797918730953 75.09526558220388;30.051148265183908 75.09458430111408;30.050164165386935 75.09323012083769;30.04895455955374 75.09382624179125,Moghe wala khet
103000161,10300016,1,p1,1,,1,Maan ala rord,3,1,,1,3,1,5,3,1,3,1,1,3,1,0,3000,2500,3000,30.029600308704495 74.9389249831438;30.029153870903045 74.93995796889067;30.029997688905222 74.94050413370132;30.0304955004222 74.93972495198248;30.029600308704495 74.9389249831438,Maan ala rord
103000251,10300025,1,p1,1,,1,Sucha singh wala khet,2,1,,1,2,1,6,2,1,2,1,1,2,1,0,3000,2500,3000,30.027749523538102 74.92746490985155;30.026916426716173 74.92698512971401;30.027172452338363 74.9263072013855;30.02796839171604 74.92683056741953;30.027749523538102 74.92746490985155,Sucha singh wala khet
103000281,10300028,1,p1,2,,2,Kassi vala,10,1,,1,2,1,6,10,1,10,1,1,10,0,1,5000,5000,5000,30.030024683996203 74.92821291089058;30.029376509511824 74.93038550019266;30.029994205667126 74.9307345226407;30.030649923078556 74.92860820144415;30.030024683996203 74.92821291089058,Kassi vala
103000391,10300039,1,p1,1,,1,Maan wali road ta plot 1,2.5,1,,1,2,1,5,2.5,1,2.5,1,1,2.5,1,0,1000,1500,0,30.02534977934019 74.9346461892128;30.02627665004856 74.93545051664114;30.026341382630527 74.93518095463516;30.026365475912574 74.93500962853432;30.026394503955462 74.93476755917072;30.026375635728563 74.9345338717103;30.02641337217879 74.93432432413101;30.026427305633707 74.93409298360348;30.025815392893236 74.93373524397612;30.02564819027295 74.93407353758812;30.02553468972246 74.93430387228727;30.02534977934019 74.9346461892128,Maan wali road ta plot 1
103000391,10300039,2,p2,1,,1,Maan wali road ta plot 2,2.5,1,,1,2,1,5,2.5,1,2.5,1,1,2.5,1,0,1000,1500,0,30.028379711639563 74.93928641080856;30.02917128723988 74.93984766304493;30.02961279035665 74.93898164480925;30.029012508189183 74.93847537785769;30.02889030329869 74.93845894932748;30.02879654505019 74.93847537785769;30.028379711639563 74.93928641080856,Maan wali road ta plot 2
103000401,10300040,1,p1,1,,1,Ghar wala khet,2,1,,1,2,1,6,2,1,2,1,1,2,1,0,2500,3000,3000,30.019736699751128 74.92240559309721;30.02018869563346 74.92275360971689;30.020888022389517 74.9212683364749;30.020413096163555 74.92098536342382;30.019736699751128 74.92240559309721,Ghar wala khet
103000401,10300040,2,p2,1,,1,Naher wala khet,4,1,,1,3,1,6,4,1,4,1,1,4,1,0,3000,2500,3000,30.019896945155164 74.94196459650993;30.018963337856214 74.94147811084986;30.018377796703792 74.9425208196044;30.019268444939776 74.94302239269018;30.019896945155164 74.94196459650993,Naher wala khet
103000811,10300081,1,p1,1,,1,Kotha vala 1,5,1,,1,1,1,5 6,5,1,5,1,1,5,1,0,5000,3500,3000,30.02567576711344 74.92435522377491;30.026041812658676 74.9235887825489;30.024491697762006 74.9225876480341;30.024114325298505 74.92333732545376;30.02567576711344 74.92435522377491,Kotha vala 1
103000811,10300081,2,p2,1,,1,Kotha vala 2,3,4,,1,1,1,6,3,1,3,1,1,3,1,0,500,400,200,30.026523678643226 74.92587938904762;30.02662411547515 74.92492988705635;30.026811345713877 74.92493458092213;30.02674196896899 74.92599338293076;30.026523678643226 74.92587938904762,Kotha vala 2
103000811,10300081,3,p3,1,,1,Par vala,26,4,,1,2,1,6,26,1,26,1,1,26,1,0,3000,4500,2500,30.03174248552631 74.93195358663797;30.030860947635357 74.93360616266727;30.030437736998298 74.9333406239748;30.031321600781002 74.9316618964076;30.03174248552631 74.93195358663797,Par vala
103000951,10300095,1,p1,1,,1,Ghar de najdeek plot,4,1,,1,5,2,5,4,1,4,1,1,4,1,0,1500,8000,0,30.02661801960097 74.93638426065445;30.026436594602554 74.93620488792658;30.026370700960936 74.93609625846146;30.026375635728563 74.9358568713069;30.026415694421406 74.93570733815432;30.026523968923247 74.93573449552059;30.02663921001913 74.93537306785583;30.026732970308146 74.93514005094767;30.026999156156208 74.93462607264519;30.026586379105147 74.9343715980649;30.026577090150322 74.93414025753736;30.026873755714846 74.93428912013769;30.027116138369355 74.93442054837942;30.02718232179355 74.93428710848093;30.027625865706668 74.93343684822321;30.02773181667497 74.93352368474007;30.0273004649015 74.93435852229594;30.0275686811644 74.9344990029931;30.02756432701008 74.9344990029931;30.02661801960097 74.93638426065445,Ghar de najdeek plot
103100111,10310011,1,p1,1,,1,Moge wala khet,3.5,1,,1,5,2,1,3.5,1,3.5,1,1,3.5,1,0,0,0,0,30.00730760251642 74.95246745646;30.005999338703422 74.95281413197517;30.006074246417967 74.95348367840052;30.007432737365537 74.95314504951239;30.00730760251642 74.95246745646,Moge wala khet
103100111,10310011,2,p2,1,,1,Suhkladi Wale,3.5,1,,1,3,1,5,3.5,1,3.5,1,1,3.5,1,0,0,0,0,30.0105593153356 74.94646634906532;30.009560876640442 74.94674764573574;30.009458970875475 74.94616895914078;30.010701865664178 74.94589772075415;30.0105593153356 74.94646634906532,Suhkladi Wale
103100261,10310026,1,p1,1,,1,Nahiy wala,6,1,,1,5,2,5,6,-98,6,1,1,6,1,0,-97,10000,5000,30.01117683839667 74.95789557695389;30.01311386745643 74.95760254561901;30.012953030452373 74.95625272393227;30.010984933428315 74.95664533227682;30.01117683839667 74.95789557695389,Nahiy wala
103100261,10310026,2,p2,1,,1,Kashi wala khet,4.5,1,,2,3,1,5,4.5,-98,4.5,1,1,4.5,1,0,-97,10000,5000,30.017851474412925 74.93434645235538;30.019398499814677 74.93541061878204;30.019547133748564 74.93646774441004;30.018136263599967 74.93575360625982;30.017851474412925 74.93434645235538,Kashi wala khet
103100291,10310029,1,p1,,,1,Rama road,3,1,,3,5,1,5,3,-98,3,0,,,,,,,,29.984156101924707 74.968385361135;29.984459573629188 74.96936403214931;29.98533861992568 74.96937844902277;29.985208520402814 74.9680782482028;29.984156101924707 74.968385361135,Rama road
103100291,10310029,2,p2,,,1,School near,3,1,,3,5.5,1,5,3,-98,3,0,,,,,,,,29.982727304021598 74.96799107640982;29.983061563259298 74.96931239962578;29.983859889414443 74.96911961585283;29.98348846091036 74.96781975030899;29.982727304021598 74.96799107640982,School near
103100471,10310047,1,p1,1,,1,Rohia bala,5,1,,1,4,1,5,5,8,5,1,1,5,1,0,-97,-97,6000,29.99799608175433 74.95338544249536;29.998254214575546 74.95477214455603;29.998781221569175 74.95462998747826;29.998935693612164 74.95530121028423;29.999451953695463 74.95513156056404;29.999038481266957 74.95314002037048;29.99799608175433 74.95338544249536,Rohia bala
103100531,10310053,1,p1,1,,1,Neyai wala,2,1,,3,1,1,4,2,1,2,1,1,2,1,0,0,800,350,30.01685107696358 74.95860233902931;30.016325617499486 74.95872337371111;30.016066951072187 74.95738293975592;30.01658573479764 74.9572505056858;30.01685107696358 74.95860233902931,Neyai wala
103100591,10310059,1,p1,1,,1,Mogewala,12,1,,1,3,1,2,12,8,12,1,1,10,1,0,19200,10000,12000,30.014622935523697 74.95272628962994;30.014486777765864 74.95206344872713;30.014378490119277 74.95140563696623;30.01422520338256 74.9506800994277;30.014760544666817 74.95056342333555;30.015779833450964 74.95034012943506;30.01605098398667 74.95167888700962;30.016166237255383 74.95232596993446;30.01568199843971 74.95247449725866;30.014622935523697 74.95272628962994,Mogewala
103100591,10310059,2,p2,1,,1,Mogewala 2,2,1,,1,3,1,2,2,8,2,1,1,2,1,0,4000,5000,5000,30.016243750083692 74.9523588269949;30.016359874057667 74.95303373783827;30.016869076078233 74.95292879641056;30.016751791466014 74.95224449783564;30.016594153761304 74.95151963084936;30.01610294958284 74.95165910571814;30.01620165510954 74.95229713618755;30.016243750083692 74.9523588269949,Mogewala 2
103100851,10310085,1,p1,1,,1,Sukladi wala rha,2.5,1,,1,2,2,2,2.5,1,2.5,1,1,2.5,1,0,7000,6000,0,30.00819283382352 74.9522438272834;30.007635101277057 74.95240543037653;30.007750654659777 74.95306961238384;30.008312451223162 74.9529130384326;30.00819283382352 74.9522438272834,Sukladi wala rha
103100851,10310085,2,p2,1,,1,Sukladi 2 khet,2.5,1,,1,2,2,2,2.5,1,2.5,1,1,2.5,1,0,7000,7000,1000,30.007114528715697 74.95110120624304;30.008144928756526 74.95087221264839;30.00827732088532 74.95152130723;30.007243438182226 74.9518022686243;30.007114528715697 74.95110120624304,Sukladi 2 khet
103100871,10310087,1,p1,1,,1,Rodu wala khet,1.5,1,,1,4,1,2,1.5,1,1.5,1,1,1.5,1,0,4500,4000,500,29.996001554790013 74.94391892105341;29.995879309222083 74.94325272738934;29.995021553425367 74.94346227496862;29.995147865255564 74.9441234394908;29.996001554790013 74.94391892105341,Rodu wala khet
103100871,10310087,2,p2,1,,1,Rodu wala 2 khet,.5,1,,1,4,1,2 3,.5,1,.5,1,1,.5,1,0,1500,1000,500,29.996117412089543 74.94465082883835;29.9962594024301 74.94461897760631;29.996375549796902 74.94521979242562;29.99623472109715 74.94525834918022;29.996117412089543 74.94465082883835,Rodu wala 2 khet
103100931,10310093,1,p1,1,,1,Bodlya ala 1,3,1,,1,3,1,2,3,1,3,1,2,,1,0,0,1200,0,29.994843555102165 74.9572766572237;29.9945224023445 74.95733331888914;29.99431042934024 74.95737086981535;29.994650457049634 74.95912034064531;29.994722759973452 74.9591039121151;29.994738730491708 74.95919745415449;29.995103728726264 74.95910089462996;29.995041298733575 74.95860099792479;29.9950839834305 74.95855238288641;29.994843555102165 74.9572766572237,Bodlya ala 1
103100931,10310093,2,p2,1,,1,Bodlya ala2,2,1,,1,3,1,2,2,1,2,1,1,2,1,0,0,800,0,29.997169123043747 74.95737925171852;29.99821501559643 74.95723441243173;29.998128487424783 74.95679687708616;29.99696964145248 74.95693132281305;29.996924925000023 74.95702788233757;29.997169123043747 74.95737925171852,Bodlya ala2
103100931,10310093,3,p3,1,,1,Bodlya ala3,1,1,,1,3,1,2,1,1,1,1,1,1,1,0,0,400,0,29.996389777839976 74.9570905789733;29.996223977456175 74.9571405351162;29.996395004467548 74.95805215090513;29.99691156813367 74.95792575180529;29.996678113049242 74.95754923671484;29.996590131699563 74.95759215205908;29.996389777839976 74.9570905789733,Bodlya ala3
103101001,10310100,1,p1,1,,1,Nahiy wala khet,8,1,,1,5,2,5,8,-98,8,1,1,8,1,0,6000,5000,3000,30.01171161548727 74.95788920670748;30.01138383986006 74.9554966762662;30.012732967847402 74.95523951947689;30.013295897469497 74.95738931000233;30.01171161548727 74.95788920670748,Nahiy wala khet
103101061,10310106,1,p1,1,,1,Roru wala wahn,2,1,,1,2,1,5,2,1,2,1,1,2,1,0,20000,0,2500,29.995294212554366 74.94485702365637;29.99610231290027 74.94467698037624;29.996232107779182 74.94534149765968;29.995426621829253 74.94553830474615;29.995294212554366 74.94485702365637,Roru wala wahn
103200011,10320001,1,p1,,,1,Jailo wala khet,4,1,,1,2,1,4,4,1,4,0,,,,,,,,30.021378331980824 74.91944711655377;30.021562669181105 74.91879366338253;30.02028536500559 74.91833131760359;30.020101025430705 74.91900958120823;30.021378331980824 74.91944711655377,Jailo wala khet
